2	header
addCalculation 2.0.3-2255-gc74ffae8	-l exp_depth/nm,exp_load/mN -f #depth/nm#-5.640104,#load/mN#-0.004135 loadDisp_c7r13_rt.txt
time/s	depth/nm	load/mN	exp_load/mN	exp_depth/nm
5.764770	168.445923	5.612678	5.608543	162.80581899999999
5.824350	169.647224	5.671684	5.667549	164.00712
5.884657	170.856514	5.732215	5.72808	165.21641
5.943033	172.319751	5.790960	5.786825	166.679647
6.002562	173.321186	5.850170	5.8460350000000005	167.681082
6.062833	174.866100	5.910256	5.906121000000001	169.22599599999998
6.121856	176.508819	5.969926	5.965791	170.86871499999998
6.180959	178.012439	6.029367	6.025232	172.372335
6.238282	179.318833	6.086325	6.082190000000001	173.678729
6.298008	180.766659	6.145867	6.141732	175.126555
6.354013	180.847436	6.202806	6.198671	175.20733199999998
6.411144	183.037657	6.259573	6.255438	177.397553
6.469250	183.811844	6.317317	6.313182	178.17174
6.523273	184.639808	6.374066	6.369931	178.99970399999998
6.578593	186.989346	6.427619	6.423484	181.349242
6.635444	187.775707	6.484707	6.480572	182.135603
6.688880	189.024166	6.538575	6.53444	183.384062
6.752611	190.907253	6.597725	6.59359	185.267149
6.813602	191.340747	6.661280	6.657145	185.70064299999999
6.872626	192.620357	6.720382	6.716247	186.980253
6.933136	194.433792	6.780705	6.77657	188.793688
6.992304	195.931650	6.839853	6.835718	190.29154599999998
7.052182	196.852075	6.899946	6.895811	191.211971
7.111362	199.081097	6.959177	6.955042000000001	193.440993
7.169753	200.249341	7.017798	7.013663	194.60923699999998
7.228714	201.211621	7.076626	7.072491	195.571517
7.288028	203.458754	7.136373	7.132238	197.81865
7.346547	204.498197	7.194768	7.190633	198.858093
7.404538	206.283328	7.252569	7.2484340000000005	200.643224
7.464047	208.157764	7.312139	7.308004	202.51765999999998
7.521718	208.964359	7.370006	7.365871	203.324255
7.579314	210.897654	7.428306	7.424171	205.25754999999998
7.631093	212.698747	7.481782	7.477647	207.058643
7.685241	213.425881	7.534794	7.530659	207.785777
7.744377	214.489209	7.592288	7.588153	208.84910499999998
7.804720	216.003827	7.652830	7.648695	210.363723
7.863602	217.127505	7.711688	7.707553	211.487401
7.922623	218.543748	7.770585	7.76645	212.90364399999999
7.981104	220.133018	7.829045	7.82491	214.49291399999998
8.039894	221.460706	7.887613	7.883478	215.82060199999998
8.099166	223.004214	7.947114	7.942979	217.36410999999998
8.157633	226.828692	8.005779	8.001644	221.18858799999998
8.216367	227.442113	8.064260	8.060125000000001	221.802009
8.276075	228.992705	8.123756	8.119621	223.352601
8.334936	230.646974	8.182763	8.178628	225.00687
8.393458	230.712013	8.241695	8.23756	225.071909
8.451848	232.704888	8.299933	8.295798	227.064784
8.510703	233.303324	8.358904	8.354769000000001	227.66322
8.569330	233.829561	8.417164	8.413029	228.189457
8.627893	235.308682	8.475973	8.471838	229.668578
8.685639	236.521496	8.533800	8.529665	230.881392
8.744422	237.316092	8.592747	8.588612	231.675988
8.802576	239.097711	8.650613	8.646478	233.457607
8.861423	240.952920	8.709546	8.705411	235.312816
8.920956	241.942450	8.768697	8.764562	236.302346
8.981064	243.626991	8.829077	8.824942	237.986887
9.039333	244.939290	8.887523	8.883388	239.299186
9.099008	245.515256	8.947355	8.94322	239.87515199999999
9.158012	248.116488	9.006118	9.001983000000001	242.476384
9.217066	248.743123	9.065224	9.061089	243.103019
9.275245	249.468561	9.122956	9.118821	243.828457
9.329950	252.199074	9.180520	9.176385	246.55897
9.383650	253.257933	9.233402	9.229267	247.617829
9.443369	254.454674	9.291410	9.287275000000001	248.81457
9.502792	256.251272	9.350771	9.346636	250.61116799999996
9.561669	256.713533	9.410363	9.406228	251.07342899999998
9.613953	257.486771	9.465157	9.461022	251.84666699999997
9.665678	258.924116	9.516082	9.511947000000001	253.28401200000002
9.723282	260.060938	9.571390	9.567255	254.420834
9.783731	261.523149	9.631600	9.627465	255.88304499999998
9.842996	263.469940	9.690776	9.686641	257.829836
9.903528	265.334184	9.751108	9.746973	259.69408
9.964098	266.025369	9.812145	9.80801	260.385265
10.023220	268.316317	9.871143	9.867008	262.676213
10.082802	269.588105	9.930812	9.926677	263.948001
10.141419	270.483319	9.989485	9.98535	264.843215
10.204993	272.229133	10.000000	9.995865	266.589029
